,SSIM_Median,SSIM_AVG,SSIM_Weiss,SSIM_RPCA,SSIM_DeepSet,SSIM_DeepSetGan,MSE_Median,MSE_AVG,MSE_Weiss,MSE_RPCA,MSE_DeepSet,MSE_DeepSetGan,PSNR_Median,PSNR_AVG,PSNR_Weiss,PSNR_RPCA,PSNR_DeepSet,PSNR_DeepSetGan,SSIM_norm_Median,SSIM_norm_AVG,SSIM_norm_Weiss,SSIM_norm_RPCA,SSIM_norm_DeepSet,SSIM_norm_DeepSetGan,MSE_norm_Median,MSE_norm_AVG,MSE_norm_Weiss,MSE_norm_RPCA,MSE_norm_DeepSet,MSE_norm_DeepSetGan,PSNR_norm_Median,PSNR_norm_AVG,PSNR_norm_Weiss,PSNR_norm_RPCA,PSNR_norm_DeepSet,PSNR_norm_DeepSetGan,id,Images
0,0.720376822490214,0.7375313863626367,0.3252629079044145,0.6982578864801564,0.9501369927228355,0.9132688258584641,1240.4742431640625,1112.0784912109375,23820.611328125,1588.7781982421875,89.8398208618164,157.4252471923828,17.19492647121811,17.738471034496047,4.388926094634064,15.674378006890619,28.596115450538846,26.160059629234365,0.8886734354633749,0.8926443898648605,0.9259561978632252,0.8895940857704185,0.9577031578850609,0.9271504237709832,289.9978332519531,259.6399230957031,183.53163146972656,237.9684600830078,74.7512435913086,124.40560150146484,23.506855545122974,23.987089400912197,25.493694356646614,21.34848056825165,29.394619534914984,27.182404521115565,219495,3
1,0.7316190430327106,0.7312180454798106,0.336932274884945,0.6737647586183564,0.9256613093980744,0.9182180413767441,1067.5096435546875,1222.8355712890625,21812.193359375,1732.0577392578125,137.49745178222656,129.03289794921875,17.847085642161986,17.322923782861817,4.772780394057312,15.154048793140099,26.747857755967622,27.02379858309493,0.8798711804544984,0.8813357900422382,0.9322468023095297,0.8694446575241676,0.9588970229859166,0.943509310936245,257.8515319824219,273.37548828125,128.7042999267578,213.06512451171875,78.43909454345703,87.8767318725586,24.017106362616573,23.76320772959292,27.0348723557412,20.782050800929408,29.185478031736757,28.692064762586625,219495,3
2,0.6923018699775909,0.6811443118148865,0.32030668625173525,0.691728524602766,0.938029200723979,0.9102866799468595,1604.5733642578125,1650.9595947265625,24307.6484375,1639.5045166015625,96.34566497802734,125.03968048095703,16.07720742259605,16.012318588493578,4.300860365025211,15.933416122280722,28.29248216676949,27.160324967929903,0.8800504536506155,0.8651177706957819,0.9224087919962983,0.8798876187516992,0.9539115777615556,0.922995617154823,425.2589111328125,384.0180969238281,166.21583557128906,418.09326171875,72.76571655273438,106.0062255859375,21.84426922435323,22.287286468016955,25.924079105623235,21.37528755278207,29.51153550495912,27.877490102312702,219495,3
3,0.86160348270325,0.7717425736410132,0.541504434488992,0.83536653781834,0.8897761330255868,0.8545269888120869,1245.904052734375,1823.3238525390625,11511.0791015625,1390.17919921875,586.7360229492188,853.4347534179688,17.175957322025877,15.476261465053048,7.557375649118545,16.615559874225045,20.44637611872638,18.8191000048596,0.9560844613042699,0.893497522389147,0.9619234383269863,0.9405699368088759,0.9233057944736388,0.8984023366612579,104.9096908569336,427.241455078125,89.9066390991211,156.04649353027344,118.59491729736328,200.0674285888672,27.92264700957198,21.82406934010393,28.592886100327306,26.198263324905714,27.39014293606317,25.119039705601658,219496,3
4,0.871524637896286,0.8164147168682958,0.49337759461723246,0.8687954700794779,0.9092248203858143,0.8706284908770248,847.9556274414062,1170.9127197265625,11897.0634765625,816.9645385742188,249.2156524658203,445.4547119140625,18.847072393654983,17.403415555614057,7.4130392414104325,18.93597997875145,24.165050719190454,21.642768334614843,0.8993403869000308,0.8609843153712434,0.8671651478839554,0.8964273068965364,0.9178016004288033,0.887928259914088,503.9373779296875,682.96240234375,583.9065551757812,513.1397705078125,156.18621826171875,217.182373046875,21.107037713915517,19.786835939149285,20.467370024542465,21.028447196823787,26.19437608980642,24.762558274077637,219496,3
5,0.8924004966942428,0.8466141168728772,0.5025392763700709,0.8962391715539844,0.9188953339031766,0.8904525607041042,344.84375,549.0310668945312,12271.1904296875,383.7568359375,181.99229431152344,255.7564697265625,22.75458091368748,20.724759324694887,7.278311490664721,22.224547893058002,25.530274336686002,24.05253784064454,0.903069217743333,0.8686443764476204,0.9096486014811819,0.918506576764852,0.9243374000627482,0.8947998901024944,291.6470642089844,453.439697265625,268.625244140625,240.9827423095703,124.77982330322266,220.5529022216797,23.482226836288195,21.56560822252715,23.839334883200863,24.310943911594535,27.16935985712532,24.695675839016687,219496,3
6,0.741884224694747,0.6454137641003056,0.5742405571690007,0.7376434549868524,0.7575041071875632,0.6723836211828518,1642.6842041015625,2193.997314453125,7612.96533203125,1809.9251708984375,1199.951171875,1660.9976806640625,15.975262233641223,14.6838928697609,9.356995494884261,15.49401005311137,17.339168069169343,15.927113641011415,0.7454862773219012,0.6040297345813017,0.7760998612439273,0.7400568963804165,0.7957933758638981,0.7083965988833145,964.105224609375,1460.2110595703125,588.4475708007812,966.631103515625,329.56866455078125,594.294677734375,18.28956020732601,16.486647380138365,20.43372605280483,18.278196297227144,22.951344352740684,20.390785088093896,219497,3
7,0.7196297940086192,0.6219543272045683,0.5682809020720626,0.721017296302517,0.7387513401475202,0.6589196207609905,2043.6796875,2694.66015625,6809.61669921875,1947.7459716796875,1173.6474609375,1854.2391357421875,15.026675454148375,13.79238099409675,9.840869503458924,15.179884576767,17.435427180173637,15.449146809097577,0.7210819737075805,0.5692048326414593,0.7464745921688022,0.7170588261709127,0.7831075841991932,0.7070076734467997,1017.9375610351562,1550.2532958984375,1016.3870239257812,1016.3486328125,371.7297668457031,563.6268310546875,18.053592297884023,16.226776918215343,18.060212055660468,18.060376296669645,22.428530275083652,20.620886938200606,219497,3
8,0.7498392367863947,0.6451813133963079,0.5736907636581258,0.745300691930367,0.7457505312196009,0.6675197428255909,1382.0526123046875,2115.9384765625,7812.283203125,1494.6561279296875,1266.4229736328125,1717.3095703125,16.725557463310853,14.837239059462139,9.24472161259106,16.309614262585562,17.105015840817803,15.782317398101732,0.7476369428525981,0.6090709809214029,0.7901493454447678,0.7435164761693561,0.7865895942979734,0.7092962792219967,557.2505493164062,1135.6092529296875,484.5263977050781,580.6957397460938,355.20068359375,530.1090698242188,20.670298754243884,17.578513936352213,21.277628950447497,20.491317286170112,22.62606549292026,20.887151260794894,219497,3
9,0.9388223641938716,0.9068726743955725,0.5889801599129186,0.7862117340344686,0.9611333413151547,0.9357977755049548,380.9089660644531,464.5051574707031,9489.4794921875,681.6774291992188,138.02197265625,162.63612365722656,22.322591827991527,21.47994873909525,8.396637614010146,12.202275187808844,26.73132162679883,26.018633870314893,0.9439786198776273,0.9102554697262937,0.9672525728677841,0.8013506123463937,0.9589358979429504,0.9296320438232505,200.0559844970703,340.8509826660156,146.3436737060547,89.69598388671875,68.72154998779297,122.74661254882812,25.119288465496933,22.8051574566353,26.477064681948693,13.020780765275557,29.759873985197366,27.240708811698106,219498,3
